Year,Adult Mortality,Alcohol,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness 5-9 years,Income composition of resources,Schooling,Country_,Status_,Life expectancy 
2014,17.0,1.45,19,96.0,5.41,96.0,0.1,12127.22522,4.7,0.759,14.5,144,1,75.5
2014,191.0,0.01,0,95.0,8.35,95.0,0.2,1821.878734,5.4,0.562,11.1,120,1,67.3
2004,19.0,5.82,0,94.0,5.22,94.0,1.0,129.51914,6.8,0.736,12.2,142,1,69.4
2014,54.0,7.3,0,98.0,11.93,98.0,0.1,5918.19898,1.3,0.906,15.8,134,0,82.3
2006,93.0,11.02,0,93.0,9.92,93.0,0.1,5226.99311,0.9,0.902,16.9,39,0,78.1
2000,48.0,1.85,160,3.0,2.79,28.0,2.0,555.2969419,1.9,0.382,4.6,3,1,45.3
2000,149.0,0.54,5,98.0,3.4,98.0,0.1,445.17471,9.6,0.715,11.6,86,1,72.4
2011,29.0,0.22,43,63.0,4.73,63.0,2.0,459.2912,8.0,0.385,8.4,58,1,58.1
2014,183.0,0.01,0,94.0,5.5,88.0,0.1,29.652622,1.2,0.512,9.6,128,1,68.8
2010,81.0,10.22,1,98.0,1.17,98.0,0.1,4438.23741,0.9,0.878,15.9,14,0,80.0
2008,98.0,5.13,0,92.0,8.58,91.0,0.1,575.31664,2.7,0.71,13.1,18,1,76.0
2012,374.0,8.54,788,42.0,3.3,42.0,4.4,2755.297787,1.6,0.507,9.7,104,1,52.7
2007,83.0,1.24,0,97.0,2.31,94.0,0.1,675.61258,4.5,0.83,12.6,115,1,76.7
2009,235.0,4.61,2,96.0,5.29,95.0,0.1,1717.898761,2.3,0.686,13.8,93,1,66.9
2010,119.0,0.45,24,95.0,5.12,95.0,0.1,4463.394675,5.8,0.714,13.6,2,1,74.7
2014,58.0,0.01,1,97.0,9.3,97.0,0.1,296.47225,0.5,0.877,17.6,130,0,82.6
2014,32.0,0.01,4,24.0,3.8,2.0,4.4,192.59733,8.4,0.582,9.2,44,1,57.9
2006,148.0,1.79,0,89.0,5.61,88.0,0.1,2892.522663,0.1,0.695,14.6,141,1,72.4
2001,539.0,10.57,187,56.0,7.26,55.0,10.8,234.984775,6.9,0.396,10.8,146,1,47.7
2013,172.0,0.01,0,98.0,3.58,98.0,0.1,15687.34795,6.1,0.762,13.5,124,1,72.9
2011,185.0,0.08,161,81.0,2.71,81.0,0.3,3634.27685,1.5,0.662,12.3,65,1,68.3
2004,77.0,6.22,0,92.0,9.44,92.0,0.1,5757.26916,0.7,0.924,17.5,105,0,79.8
2000,73.0,6.2,0,99.0,8.18,99.0,0.1,29283.55,1.3,0.873,15.9,134,0,79.6
2013,7.0,1.2,0,99.0,2.15,97.0,0.1,8834.87958,4.7,0.843,13.4,115,1,77.9
2010,89.0,9.72,0,99.0,9.5,99.0,0.1,4622.41516,0.8,0.874,16.8,49,1,79.9
2005,117.0,8.01,0,91.0,5.38,92.0,0.1,14223.86576,4.0,0.761,14.6,12,1,73.9
2009,251.0,5.85,21,65.0,6.68,65.0,2.0,668.297646,4.1,0.466,8.5,61,1,62.5
2010,364.0,0.5,80,43.0,2.95,39.0,4.1,896.5697341,9.3,0.36,6.7,30,1,51.2
2008,123.0,0.51,24,99.0,5.41,99.0,0.1,2884.94776,6.3,0.589,10.3,95,1,71.8
2001,334.0,5.07,4,43.0,1.78,35.0,2.3,2283.87939,1.4,0.527,8.0,44,1,53.1
2003,99.0,13.49,4,96.0,1.43,97.0,0.1,29691.18158,0.6,0.852,15.4,50,1,79.3
2000,554.0,10.47,191,55.0,6.77,52.0,11.6,257.63369,7.0,0.382,9.8,146,1,46.6
2003,182.0,0.36,14,82.0,4.46,85.0,0.3,236.314438,4.0,0.553,10.1,137,1,65.2
2005,214.0,2.02,0,97.0,3.61,96.0,0.1,3658.63832,3.8,0.699,13.9,48,1,68.3
2012,294.0,0.01,21,84.0,5.11,84.0,1.7,563.6894247,6.8,0.464,12.0,140,1,58.9
2002,263.0,2.43,2,98.0,5.81,98.0,0.1,571.51883,2.5,0.599,10.1,93,1,63.8
2009,373.0,5.89,85,79.0,5.7,8.0,6.3,123.19538,6.3,0.473,9.2,27,1,54.8
2006,295.0,7.08,9,99.0,3.73,99.0,0.1,5291.57565,2.5,0.747,14.3,73,1,65.0
2014,148.0,3.55,3,99.0,9.4,98.0,0.1,1975.46477,1.7,0.636,11.6,102,1,74.5
2001,17.0,6.66,5,9.0,7.61,89.0,0.1,1417.26582,2.4,0.624,11.8,110,1,71.2
2006,17.0,3.69,4,88.0,6.33,88.0,0.3,124.992617,1.9,0.597,11.0,102,1,73.0
2013,74.0,7.46,0,99.0,9.26,99.0,0.1,21874.8195,0.7,0.86,17.1,55,1,86.0
2007,2.0,0.85,0,93.0,6.42,9.0,0.1,146.931125,1.2,0.482,9.0,128,1,67.6
2000,325.0,1.34,2,46.0,5.75,46.0,4.1,768.176767,6.1,0.361,2.9,40,1,57.4
2007,66.0,10.56,2,92.0,8.53,92.0,0.1,4991.98289,0.6,0.918,19.0,7,0,81.3
2004,412.0,4.71,94,72.0,4.73,73.0,7.5,93.211716,7.1,0.455,8.2,27,1,52.1
2002,186.0,1.47,32,99.0,5.44,99.0,0.2,383.3494997,3.3,0.6,11.0,150,1,67.1
2010,286.0,0.79,14,72.0,4.18,67.0,1.1,1366.879112,1.3,0.485,9.6,109,1,61.8
2004,65.0,6.79,0,99.0,9.59,99.0,0.1,46917.27216,0.9,0.873,18.3,64,0,88.0
2012,263.0,0.52,2,81.0,8.95,81.0,1.9,1536.15685,5.5,0.46,6.3,40,1,62.2
2013,135.0,0.01,0,65.0,3.92,64.0,0.1,3167.34356,1.4,0.591,10.8,151,1,71.6
2002,138.0,7.81,13,94.0,8.31,93.0,0.1,2579.193168,1.0,0.776,16.3,5,1,74.1
2005,169.0,8.8,0,99.0,5.5,99.0,0.1,6754.512393,4.0,0.0,14.9,56,1,71.5
2008,7.0,10.24,2,97.0,8.8,97.0,0.1,35578.73619,0.5,0.854,16.1,130,0,81.3
2014,134.0,0.01,0,65.0,5.2,64.0,0.1,3148.36513,1.4,0.596,10.8,151,1,71.7
2010,86.0,11.7,3,99.0,11.2,99.0,0.1,473.34279,0.6,0.879,16.0,50,1,81.3
2013,145.0,4.41,13,91.0,6.84,91.0,0.1,83.5863,1.9,0.712,13.3,33,1,74.4
2005,66.0,1.04,62,94.0,8.2,93.0,22.4,28.3673842,7.2,0.371,9.7,85,1,46.0
2001,34.0,0.51,110,56.0,6.39,49.0,2.4,36.8473237,1.7,0.297,4.6,88,1,55.0
2005,37.0,0.84,15,61.0,6.42,72.0,1.5,77.5773486,1.4,0.446,7.9,109,1,64.0
2004,293.0,0.02,120,5.0,8.79,5.0,0.1,219.1413528,19.7,0.381,6.8,0,1,57.0
2010,192.0,2.2,16,88.0,5.95,89.0,0.5,785.6928841,11.3,0.519,10.6,26,1,66.6
2002,11.0,3.84,0,86.0,7.1,8.0,0.1,1761.537647,3.1,0.0,11.9,18,1,75.4
2006,185.0,1.96,27,94.0,5.49,96.0,0.4,654.2838373,3.2,0.626,11.8,150,1,67.6
2008,66.0,7.11,4,98.0,8.6,98.0,0.1,39339.29757,1.5,0.88,15.0,71,0,82.7
2003,648.0,1.99,7,9.0,7.13,9.0,33.8,63.636279,1.1,0.44,10.5,79,1,45.5
2000,43.0,1.14,136,69.0,6.16,7.0,12.2,277.6486591,4.1,0.291,5.4,96,1,49.0
2005,2.0,0.04,459,78.0,2.91,77.0,0.1,711.4699463,21.7,0.487,6.1,107,1,62.9
2012,112.0,1.54,22,97.0,5.24,97.0,0.1,1172.3843,4.7,0.75,14.3,144,1,74.8
2013,19.0,1.41,20,98.0,5.38,98.0,0.1,12542.93565,4.7,0.754,14.4,144,1,75.2
2005,224.0,0.28,87,86.0,1.83,73.0,0.5,247.24276,13.6,0.465,7.9,97,1,63.9
2013,127.0,0.01,0,94.0,6.48,94.0,0.1,1929.7746,1.9,0.856,16.5,46,1,76.9
2002,176.0,1.24,0,67.0,3.52,7.0,0.1,1353.934819,1.6,0.0,10.2,151,1,69.3
2007,67.0,6.6,0,93.0,8.58,93.0,0.1,85128.65759,0.7,0.934,17.6,105,0,85.0
2005,123.0,6.35,1,96.0,11.15,96.0,0.1,522.951116,1.6,0.753,15.5,149,1,75.7
2002,11.0,1.72,1,94.0,2.72,94.0,0.1,31311.35936,5.0,0.803,12.1,148,1,74.7
2014,122.0,0.01,0,93.0,6.38,93.0,0.1,19941.45532,1.9,0.86,16.5,46,1,77.3
2008,14.0,11.4,3,96.0,6.88,99.0,0.1,141.44688,2.3,0.813,15.0,113,0,75.5
2002,176.0,10.71,0,98.0,6.67,98.0,0.1,5292.232379,4.1,0.0,14.4,56,1,79.0
2002,81.0,9.68,1,97.0,8.34,97.0,0.1,28817.32321,1.0,0.882,16.9,100,0,78.4
2007,77.0,2.0,0,97.0,3.8,97.0,0.1,2977.1153,5.9,0.813,14.4,10,1,75.6
2003,38.0,2.16,8,65.0,5.62,6.0,4.6,36.5718585,9.5,0.0,7.4,59,1,53.0
2011,55.0,9.99,0,96.0,11.21,96.0,0.1,87998.44468,0.3,0.932,15.6,135,0,82.6
2014,216.0,0.01,1,98.0,3.57,99.0,0.5,2522.7968,16.2,0.596,12.5,17,1,69.4
2003,169.0,4.17,0,82.0,4.71,83.0,0.1,197.29417,0.2,0.659,12.3,119,1,79.0
2011,144.0,10.67,1,95.0,6.88,95.0,0.1,7813.83499,2.0,0.775,14.2,22,0,73.7
2003,121.0,5.11,1,91.0,6.52,91.0,0.1,3622.52284,1.6,0.747,15.0,149,1,75.4
2005,66.0,8.65,2,97.0,8.71,95.0,0.1,31959.26215,0.5,0.851,15.8,69,0,88.0
2011,241.0,0.12,2,85.0,6.1,83.0,0.2,829.7586885,6.8,0.479,10.6,34,1,62.2
2008,217.0,0.02,12,73.0,3.23,74.0,1.3,1167.535689,8.9,0.475,7.2,90,1,61.4
2014,6.0,2.62,1,95.0,7.81,95.0,0.1,37582.84624,1.1,0.895,16.0,68,1,82.2
2010,294.0,8.85,3,68.0,3.41,67.0,7.0,8754.113376,6.4,0.66,12.5,51,1,62.3
2006,126.0,1.29,34,9.0,5.81,9.0,0.1,834.869161,4.8,0.687,11.9,144,1,72.8
2010,446.0,1.67,24,46.0,3.9,45.0,6.6,446.4434494,8.9,0.352,6.6,29,1,49.2
2003,6.0,5.65,4,87.0,5.71,85.0,50.6,22.99449,8.4,0.493,9.1,133,1,45.9
2002,11.0,13.78,4,97.0,1.22,97.0,0.1,24275.2426,0.6,0.851,15.5,50,1,79.2
2005,9.0,11.84,0,99.0,7.95,99.0,0.1,8289.69641,0.9,0.874,13.5,83,0,78.8
2006,32.0,4.05,15,66.0,1.9,6.0,3.0,178.92799,8.1,0.377,10.0,80,1,56.7
2000,533.0,3.97,48,46.0,13.63,44.0,1.2,139.3147734,1.4,0.292,6.7,125,1,39.0
2011,26.0,0.53,0,95.0,1.42,99.0,0.1,1692.613277,0.1,0.585,11.9,75,1,65.5
2004,162.0,3.62,0,26.0,4.45,55.0,0.1,2351.33814,0.2,0.665,12.4,119,1,71.4
2005,266.0,0.24,2,67.0,4.32,68.0,0.1,621.93372,7.4,0.434,9.7,34,1,60.0
2000,18.0,3.0,0,94.0,5.31,95.0,0.1,154.68923,0.2,0.64,12.1,119,1,72.0
2009,91.0,5.79,1,98.0,5.79,98.0,0.1,4114.136545,1.6,0.721,12.2,1,1,76.1
2005,313.0,4.88,89,94.0,6.87,82.0,2.3,46.998871,9.8,0.0,4.3,23,1,53.3
2003,53.0,10.16,173,57.0,7.54,59.0,9.4,237.9995917,6.7,0.418,11.5,146,1,51.0
2004,615.0,1.11,65,94.0,7.82,89.0,23.4,274.2256294,7.4,0.366,10.0,85,1,45.1
2014,272.0,0.01,85,74.0,6.86,73.0,1.6,825.5729915,7.7,0.43,8.2,88,1,57.8
2000,335.0,0.73,14,51.0,3.98,59.0,1.1,631.9468526,1.5,0.418,6.2,109,1,58.9
2006,113.0,11.83,0,96.0,6.95,96.0,0.1,11363.41845,1.8,0.783,13.9,36,0,75.9
2006,161.0,10.39,1,96.0,6.67,95.0,0.1,4513.13628,2.2,0.75,13.5,22,0,72.2
2005,76.0,8.0,2,93.0,9.57,93.0,0.1,36189.58838,0.4,0.886,15.8,28,1,81.0
2008,88.0,7.31,2,95.0,6.87,95.0,0.1,1781.3668,0.9,0.804,15.2,31,1,79.6
2009,85.0,10.05,1,98.0,1.39,98.0,0.1,4488.5615,0.9,0.876,15.8,14,0,79.8
2002,244.0,7.73,1,93.0,5.84,91.0,2.3,96.8674827,5.7,0.609,11.0,60,1,65.3
2009,192.0,12.4,0,98.0,7.53,98.0,0.1,11837.3913,2.9,0.825,16.6,82,0,72.2
2010,171.0,0.32,12,95.0,6.4,93.0,0.2,738.3475227,3.8,0.603,11.1,137,1,67.3
2003,82.0,13.24,0,86.0,7.5,86.0,0.1,4117.15532,0.2,0.87,16.8,67,0,78.0
2001,185.0,13.18,1,99.0,7.11,99.0,0.1,527.85364,2.2,0.769,14.2,63,0,72.3
2012,136.0,0.01,0,62.0,5.2,64.0,0.1,4234.554443,0.1,0.698,12.9,119,1,73.2
2013,123.0,3.79,1,96.0,4.55,95.0,0.1,3843.591213,2.1,0.736,12.7,6,1,74.4
2006,78.0,13.44,0,91.0,7.22,91.0,0.1,54326.9713,0.2,0.896,17.6,67,0,79.0
2004,68.0,7.7,4,97.0,8.3,99.0,0.1,37688.72234,1.4,0.866,14.8,71,0,82.1
2012,214.0,6.82,7,98.0,4.32,99.0,0.1,12387.18982,2.5,0.774,14.7,73,1,69.1
2007,121.0,0.83,9,83.0,3.72,8.0,0.1,258.3529,6.2,0.644,11.5,136,1,73.8
2003,112.0,1.75,0,98.0,5.9,98.0,0.1,3432.247841,14.7,0.601,11.8,87,1,72.7
2007,189.0,17.87,0,95.0,5.16,95.0,0.1,16586.452,2.1,0.829,16.1,46,1,73.0
2010,294.0,1.73,89,9.0,3.97,9.0,4.3,967.34773,8.0,0.523,11.1,74,1,63.0
2007,227.0,0.14,38,74.0,3.69,57.0,0.1,3129.224922,5.1,0.636,10.2,66,1,65.9
2012,232.0,0.01,4,84.0,8.24,84.0,3.7,5749.44752,9.4,0.619,11.5,98,1,65.8
2001,221.0,4.54,89,76.0,3.0,79.0,0.1,957.287441,9.7,0.622,11.4,112,1,66.8
2013,7.0,1.65,0,99.0,4.69,99.0,0.1,251.18329,6.0,0.815,14.5,10,1,76.7
2005,294.0,6.94,9,99.0,4.7,98.0,0.1,3771.278957,2.5,0.737,13.9,73,1,64.6
2010,254.0,1.33,39,77.0,4.95,76.0,1.4,757.695974,7.6,0.451,9.5,16,1,58.7
2000,665.0,1.68,39,78.0,7.1,78.0,43.5,547.3588785,11.2,0.434,9.8,153,1,46.0
2004,134.0,3.74,1,66.0,8.53,78.0,0.1,127.367228,3.0,0.694,12.0,52,1,72.3
2006,64.0,11.47,0,97.0,6.28,97.0,0.1,27169.99256,1.0,0.829,13.4,38,0,78.8
2000,41.0,5.73,4,8.0,6.11,79.0,22.8,257.99557,15.9,0.559,11.5,98,1,57.4
2000,218.0,0.01,0,93.0,5.28,93.0,0.1,47.32827,2.5,0.764,14.4,46,1,78.0
2009,132.0,0.01,2,98.0,3.16,98.0,0.1,1296.97353,5.4,0.757,14.6,81,1,72.7
2001,144.0,0.53,5,95.0,3.4,96.0,0.1,3915.11546,9.4,0.725,11.9,86,1,72.7
2002,35.0,2.47,8,61.0,5.84,57.0,4.1,321.481324,9.7,0.0,7.1,59,1,52.8
2006,263.0,0.68,54,83.0,5.11,85.0,0.6,292.157443,7.9,0.478,9.0,84,1,61.4
2009,93.0,4.88,288,99.0,5.8,99.0,0.1,3838.434292,3.8,0.682,12.2,32,1,74.9
2011,285.0,0.88,13,69.0,4.94,72.0,1.0,177.867119,1.3,0.494,9.9,109,1,62.0
2012,96.0,4.16,1,98.0,8.59,99.0,0.1,6425.941119,3.2,0.778,15.7,37,1,78.7
2008,88.0,0.03,1,99.0,1.93,99.0,0.1,55571.9986,3.1,0.787,13.8,76,1,73.8
2005,14.0,1.37,4,98.0,5.57,98.0,0.1,3194.562243,6.3,0.683,13.9,143,1,74.2
2000,428.0,1.51,121,8.0,4.68,82.0,18.1,43.9797132,9.1,0.448,8.4,74,1,51.9
2007,82.0,11.5,3,95.0,1.18,96.0,0.1,41814.8191,1.1,0.898,16.6,53,0,79.8
2011,139.0,2.15,0,6.0,5.8,65.0,0.1,3942.9827,0.1,0.693,12.9,119,1,73.0
2014,23.0,0.01,2,87.0,6.75,87.0,0.8,852.954379,6.6,0.497,11.1,34,1,63.2
2013,121.0,3.77,8,87.0,7.29,87.0,0.1,674.9829,1.1,0.725,13.4,42,1,76.0
2000,78.0,2.03,0,98.0,2.71,98.0,0.1,23792.677,2.0,0.81,12.5,126,0,78.3
2001,142.0,4.22,22,9.0,4.98,9.0,0.5,1981.243653,1.4,0.677,13.4,111,1,72.4
2002,88.0,14.17,0,83.0,6.85,83.0,0.1,32539.1937,0.3,0.862,16.5,67,0,77.4
2004,214.0,4.55,0,84.0,6.88,85.0,0.9,36.48773,3.5,0.0,11.1,132,1,68.3
2014,156.0,0.01,0,92.0,5.88,92.0,0.1,15725.1374,2.2,0.822,16.0,77,0,74.4
2003,132.0,3.36,2,74.0,8.49,75.0,0.1,928.18227,3.0,0.684,11.8,52,1,72.7
2009,118.0,1.4,27,96.0,6.8,96.0,0.1,936.499911,4.8,0.709,12.5,144,1,73.9
2005,67.0,10.3,2,92.0,8.45,92.0,0.1,3416.71483,0.6,0.91,20.3,7,0,81.0
2003,8.0,9.56,1,98.0,8.46,98.0,0.1,35245.1647,1.0,0.881,16.5,100,0,78.7
2008,94.0,10.26,0,97.0,8.35,99.0,0.1,5341.31487,0.8,0.876,17.1,49,1,79.6
2011,176.0,6.5,0,91.0,5.6,9.0,0.4,1953.9767,6.2,0.774,12.6,142,1,76.0
2008,119.0,0.61,4,98.0,8.78,97.0,0.1,3385.69665,3.8,0.739,13.6,72,1,73.1
2008,29.0,0.81,14,76.0,4.6,63.0,1.3,1178.72469,1.3,0.469,8.9,109,1,61.4
2004,12.0,0.06,11,96.0,3.58,96.0,0.1,11138.8746,7.3,0.754,12.3,121,1,73.1
2008,77.0,9.51,0,99.0,9.76,99.0,0.1,31997.2821,0.7,0.853,15.9,55,1,79.9
2002,73.0,9.84,2,92.0,8.39,92.0,0.1,281.81763,0.7,0.902,20.1,7,0,79.9
2005,213.0,2.77,3,89.0,7.19,89.0,0.2,2835.281237,1.8,0.644,12.7,43,1,71.0
2005,357.0,1.14,22,8.0,5.17,82.0,5.0,372.1721837,8.3,0.435,10.1,140,1,55.0
2012,154.0,6.56,11,99.0,4.17,99.0,0.1,5859.915622,8.1,0.729,13.7,138,1,74.3
2003,183.0,1.54,30,99.0,5.17,98.0,0.3,396.129969,3.3,0.607,11.3,150,1,67.2
2011,131.0,3.99,8,85.0,5.92,88.0,0.1,5223.351763,1.2,0.71,13.2,42,1,75.3
2007,355.0,4.54,36,93.0,1.3,99.0,3.4,17.79995,8.0,0.309,7.2,24,1,54.8
2003,273.0,0.52,1,96.0,4.9,95.0,0.2,997.7417141,19.1,0.0,8.4,17,1,63.3
2006,211.0,2.77,3,96.0,6.68,96.0,0.2,362.951768,1.7,0.651,12.9,43,1,75.0
2001,157.0,1.35,0,91.0,5.66,89.0,0.1,1837.977391,0.1,0.674,13.2,141,1,71.8
2008,159.0,3.14,5,93.0,8.4,93.0,0.6,1751.595857,2.3,0.597,11.1,62,1,73.2
2001,39.0,1.49,64,81.0,3.56,79.0,3.5,273.6596668,9.0,0.485,8.0,54,1,57.4
2002,21.0,2.41,20,82.0,6.71,82.0,0.3,171.771491,1.5,0.553,8.8,57,1,69.3
2000,145.0,0.25,25,86.0,3.49,86.0,0.1,1757.17797,6.4,0.636,10.7,2,1,71.3
2013,12.0,5.23,37,83.0,6.3,83.0,0.1,1298.86766,1.5,0.753,12.9,92,1,76.6
2000,328.0,0.17,60,47.0,3.46,46.0,3.0,34.516918,1.3,0.316,4.8,58,1,52.5
2012,147.0,0.01,39,7.0,5.26,69.0,0.1,6651.12242,5.1,0.656,10.5,66,1,76.0
2007,36.0,0.19,48,46.0,3.8,63.0,2.4,49.456775,8.8,0.364,7.6,58,1,56.4
2005,37.0,7.72,3,44.0,2.76,45.0,10.9,6741.293948,7.1,0.64,12.4,51,1,65.0
2002,146.0,0.01,3,93.0,4.57,93.0,0.1,375.442638,5.4,0.736,15.8,81,1,71.1
2008,21.0,0.46,0,74.0,12.23,82.0,0.1,1413.3234,0.1,0.572,11.6,75,1,65.1
2011,275.0,0.01,97,68.0,7.87,68.0,0.1,63.537231,18.2,0.454,9.5,0,1,59.2
2013,325.0,0.01,103,82.0,7.47,78.0,4.0,662.492293,5.7,0.478,10.0,146,1,67.0
2011,7.0,11.72,0,95.0,8.15,95.0,0.1,52567.52568,0.2,0.909,18.5,67,0,84.0
2010,172.0,0.04,461,82.0,3.2,82.0,0.1,14.142268,2.7,0.521,7.5,107,1,65.1
2007,12.0,1.24,4,98.0,5.64,98.0,0.1,3778.184171,6.3,0.695,14.3,143,1,74.6
2008,234.0,0.21,1,96.0,6.58,96.0,0.4,1795.18137,17.8,0.0,10.5,17,1,67.0
2002,71.0,6.9,0,99.0,9.23,99.0,0.1,29571.7446,1.3,0.88,15.9,134,0,79.9
2004,326.0,1.18,2,64.0,6.76,64.0,4.0,864.184726,5.9,0.388,3.7,40,1,58.1
2008,477.0,1.52,25,46.0,4.3,45.0,8.3,456.8614334,9.2,0.338,6.3,29,1,47.6
2012,69.0,11.49,0,95.0,8.32,95.0,0.1,49231.36254,0.2,0.895,18.5,67,0,85.0
2012,115.0,0.41,4,98.0,8.0,98.0,0.1,387.753211,3.9,0.735,12.9,72,1,73.7
2010,363.0,2.47,45,8.0,4.41,83.0,6.8,1463.213573,6.5,0.533,11.8,152,1,58.0
2001,83.0,8.62,1,9.0,8.47,91.0,0.1,12538.17883,0.8,0.801,14.2,55,1,78.7
2007,329.0,1.23,9,91.0,3.29,91.0,1.3,317.3294336,9.2,0.405,5.3,45,1,62.0
2010,76.0,1.16,0,98.0,2.9,97.0,0.1,736.22784,4.6,0.825,12.0,115,1,77.3
2012,148.0,7.55,54,96.0,8.26,95.0,0.1,12291.46685,2.8,0.73,14.2,20,1,74.5
2006,165.0,3.73,0,98.0,4.38,97.0,0.1,5695.969327,7.5,0.713,13.4,91,1,71.8
2001,568.0,6.72,4,87.0,5.11,84.0,48.8,1437.634951,9.2,0.506,9.3,133,1,47.1
2003,172.0,6.95,100,99.0,6.94,99.0,0.1,359.587582,3.3,0.699,14.8,20,1,71.8
2002,146.0,0.55,9,8.0,4.47,76.0,0.1,763.73858,3.1,0.651,10.6,9,1,67.8
2001,95.0,0.01,1,99.0,3.61,99.0,0.1,1654.96761,3.0,0.786,14.0,76,1,73.2
2008,132.0,0.01,2,98.0,2.4,98.0,0.1,14396.4865,5.4,0.757,14.8,81,1,72.6
2012,56.0,10.55,0,99.0,7.44,99.0,0.1,28951.15556,1.0,0.85,13.8,38,0,80.0
2004,84.0,1.11,0,95.0,3.61,96.0,0.1,41818.35256,4.5,0.826,13.5,115,1,76.6
2007,144.0,10.9,3,99.0,6.28,99.0,0.1,1126.31852,2.4,0.808,15.0,113,0,75.3
2011,361.0,8.06,115,73.0,3.38,71.0,2.5,4299.12889,8.8,0.495,9.4,3,1,51.0
2009,46.0,4.9,4,89.0,8.46,88.0,33.7,332.517125,5.9,0.519,10.8,133,1,52.6
2007,29.0,2.09,0,99.0,3.74,99.0,0.1,478.82327,3.8,0.698,14.2,48,1,68.6
2006,236.0,0.34,38,89.0,5.44,89.0,0.7,89.838296,11.1,0.422,6.6,122,1,61.3
2005,81.0,9.95,1,96.0,9.36,96.0,0.1,22551.73574,0.7,0.839,15.6,55,1,79.3
2009,13.0,5.27,42,95.0,6.6,95.0,0.1,7748.12331,1.6,0.738,12.5,92,1,75.7
2004,432.0,1.43,112,73.0,4.29,73.0,13.2,458.8843551,8.6,0.461,8.9,74,1,53.0
2013,97.0,1.29,1,75.0,6.63,81.0,0.1,846.285153,4.8,0.766,13.3,78,1,74.9
2011,86.0,7.26,2,93.0,7.0,94.0,0.1,1475.69242,0.8,0.82,15.4,31,1,79.8
2013,182.0,0.01,0,99.0,5.42,94.0,0.1,188.5159,1.2,0.509,9.5,128,1,68.8
2002,7.0,6.61,0,95.0,9.86,95.0,0.1,31996.2172,0.9,0.859,17.2,64,0,84.0
2008,194.0,2.68,3,98.0,6.21,98.0,0.3,357.347674,1.7,0.659,13.4,43,1,71.7
2007,24.0,2.08,20,82.0,3.75,82.0,0.9,631.675789,11.5,0.495,10.3,26,1,65.0
2000,167.0,4.66,21,82.0,5.91,79.0,0.1,2472.197831,2.3,0.65,11.3,33,1,71.4
2014,152.0,6.41,10,99.0,4.12,99.0,0.1,5941.8471,7.8,0.737,13.6,138,1,74.6
2011,79.0,0.97,0,99.0,2.25,97.0,0.1,4717.273,5.4,0.846,14.1,21,1,77.4
2012,86.0,5.14,1,99.0,5.59,99.0,0.1,4247.61438,1.4,0.752,14.2,1,1,76.9
2004,342.0,0.64,10,98.0,3.14,98.0,1.8,287.4222243,9.6,0.0,5.0,45,1,59.1
2011,116.0,0.56,24,95.0,5.29,95.0,0.1,5432.2523,5.8,0.724,14.0,2,1,74.9
2011,177.0,9.72,0,99.0,3.38,99.0,0.1,12189.9516,6.1,0.744,13.3,124,1,72.6
2011,229.0,7.56,1,93.0,6.8,93.0,0.4,3439.597513,5.3,0.624,10.3,60,1,65.6
2003,231.0,2.88,8,66.0,3.85,83.0,0.1,1283.885977,3.4,0.0,10.3,145,1,63.4
2011,76.0,8.02,0,99.0,9.77,99.0,0.1,25916.29353,0.7,0.86,16.7,55,1,85.0
2002,271.0,0.08,2,98.0,3.39,89.0,0.1,433.2691451,7.7,0.0,8.8,34,1,59.5
2014,366.0,0.01,71,86.0,4.1,87.0,3.7,1441.1417,5.7,0.507,10.4,27,1,56.7
2008,259.0,5.95,22,64.0,5.92,63.0,2.4,674.7564147,4.2,0.462,8.4,61,1,62.1
2003,134.0,7.25,1,89.0,8.13,89.0,0.1,2832.49652,2.7,0.715,13.0,123,1,73.0
2014,76.0,10.46,0,95.0,9.23,95.0,0.1,242.67286,1.4,0.888,17.6,127,0,87.0
2004,12.0,4.09,1,9.0,7.8,9.0,0.1,4425.57467,2.0,0.719,12.2,35,1,77.7
2005,93.0,12.2,4,98.0,1.6,98.0,0.1,34879.72633,0.6,0.86,15.5,50,1,81.0
2005,11.0,13.33,1,93.0,9.98,93.0,0.1,18784.9485,0.6,0.79,15.4,114,0,77.7
2004,183.0,1.59,29,99.0,5.11,99.0,0.3,465.1198869,3.2,0.613,11.6,150,1,67.8
2012,58.0,7.39,3,99.0,1.17,97.0,0.1,4863.47665,1.7,0.889,15.3,71,0,83.3
2010,272.0,3.64,13,71.0,11.87,7.0,1.8,327.42597,7.2,0.403,9.6,80,1,59.7
2011,251.0,1.4,39,77.0,5.37,75.0,1.4,825.9427854,7.5,0.454,9.8,16,1,59.1
2010,128.0,9.65,1,91.0,1.9,91.0,0.1,5411.87744,2.3,0.755,13.6,123,1,74.4
2009,116.0,0.62,23,99.0,5.67,99.0,0.1,2861.5545,6.2,0.596,10.5,95,1,72.3
2012,143.0,2.8,4,99.0,3.21,99.0,0.1,335.521375,15.2,0.752,13.7,131,1,74.5
2007,211.0,0.68,0,93.0,13.66,94.0,0.1,1357.632211,0.1,0.574,11.8,75,1,65.0
2009,133.0,6.66,1,93.0,1.19,88.0,0.1,276.588512,2.8,0.734,12.8,52,1,73.2
